image_path,alt
carousel/1_GuteKrema.jpg,KaffeeKrema
carousel/2_Eis-Krem.jpg,EisKrem
carousel/3_Lunch.jpg,Lunch
carousel/4_Kuchen.jpg,Kuchen
carousel/5_BierMitManski.jpg,bier
carousel/6_BestKoffee.jpg,Kaffee
